"bp-Homecard href","Badge","bp-Homecard__Photo--image src","bp-Homecard__Photo","bp-Homecard__Price--value","bp-Homecard__Price--label","bp-Homecard__Stats--beds","bp-Homecard__Stats--baths","bp-Homecard__LockedStat--value","bp-Homecard__Content"
"https://www.redfin.com/GA/Brookhaven/1098-Oakland-Trce-NE-30319/home/23753291","","https://ssl.cdn-redfin.com/photo/82/islphoto/231/genIslnoResize.7546231_A.jpg","1098 Oakland Trce NE, Brookhaven, GA 30319","$760,000","Last sold price","3 beds","2.5 baths","2,271","{""@context"":""http://schema.org"",""name"":""1098 Oakland Trce NE, Brookhaven, GA 30319"",""url"":""https://www.redfin.com/GA/Brookhaven/1098-Oakland-Trce-NE-30319/home/23753291"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""1098 Oakland Trce NE"",""addressLocality"":""Brookhaven"",""addressRegion"":""GA"",""postalCode"":""30319"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.8776013,""longitude"":-84.3439449},""numberOfRooms"":3,""floorSize"":{""@type"":""QuantitativeValue"",""value"":2271,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""}"
"https://www.redfin.com/GA/Atlanta/2171-Plantation-Ln-30341/home/23754349","","https://ssl.cdn-redfin.com/photo/82/islphoto/971/genIslnoResize.7566971_1.jpg","2171 Plantation Ln, Chamblee, GA 30341","$540,000","Last sold price","3 beds","2 baths","1,154","{""@context"":""http://schema.org"",""name"":""2171 Plantation Ln, Chamblee, GA 30341"",""url"":""https://www.redfin.com/GA/Atlanta/2171-Plantation-Ln-30341/home/23754349"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""2171 Plantation Ln"",""addressLocality"":""Chamblee"",""addressRegion"":""GA"",""postalCode"":""30341"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.9085823,""longitude"":-84.299145},""numberOfRooms"":3,""floorSize"":{""@type"":""QuantitativeValue"",""value"":1154,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""}"
"https://www.redfin.com/GA/Atlanta/1717-N-Decatur-Rd-NE-30307/unit-121/home/23759955","","https://ssl.cdn-redfin.com/system_files/media/1065576_JPG/genDesktopMapHomeCardUrl/item_4.jpg","1717 N Decatur Rd NE #121, Atlanta, GA 30307","$630,000","Last sold price","2 beds","2.5 baths","1,360","{""@context"":""http://schema.org"",""name"":""1717 N Decatur Rd NE #121, Atlanta, GA 30307"",""url"":""https://www.redfin.com/GA/Atlanta/1717-N-Decatur-Rd-NE-30307/unit-121/home/23759955"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""1717 N Decatur Rd NE #121"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30307"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.7885094,""longitude"":-84.3197718},""numberOfRooms"":2,""floorSize"":{""@type"":""QuantitativeValue"",""value"":1360,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""}"
"https://www.redfin.com/GA/Atlanta/2054-Fargo-Pl-SE-30316/home/23766200","","https://ssl.cdn-redfin.com/photo/82/islphoto/682/genIslnoResize.7579682_0.jpg","2054 Fargo Pl SE, Atlanta, GA 30316","$155,000","Last sold price","3 beds","2 baths","1,599","{""@context"":""http://schema.org"",""name"":""2054 Fargo Pl SE, Atlanta, GA 30316"",""url"":""https://www.redfin.com/GA/Atlanta/2054-Fargo-Pl-SE-30316/home/23766200"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""2054 Fargo Pl SE"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30316"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.6953911,""longitude"":-84.3060628},""numberOfRooms"":3,""floorSize"":{""@type"":""QuantitativeValue"",""value"":1599,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""}"
"https://www.redfin.com/GA/Atlanta/1934-Apache-Trl-SE-30316/home/23766353","","https://ssl.cdn-redfin.com/photo/82/islphoto/561/genIslnoResize.7589561_1.jpg","1934 Apache Trl SE, Atlanta, GA 30316","$119,000","Last sold price","3 beds","1.5 baths","1,296","{""@context"":""http://schema.org"",""name"":""1934 Apache Trl SE, Atlanta, GA 30316"",""url"":""https://www.redfin.com/GA/Atlanta/1934-Apache-Trl-SE-30316/home/23766353"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""1934 Apache Trl SE"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30316"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.6990591,""longitude"":-84.3106079},""numberOfRooms"":3,""floorSize"":{""@type"":""QuantitativeValue"",""value"":1296,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""}"
"https://www.redfin.com/GA/Atlanta/1908-Bouldercrest-Rd-SE-30316/home/23767539","","https://ssl.cdn-redfin.com/photo/82/islphoto/449/genIslnoResize.7551449_1.jpg","1908 Bouldercrest Rd SE, Atlanta, GA 30316","$220,000","Last sold price","3 beds","2 baths","1,344","{""@context"":""http://schema.org"",""name"":""1908 Bouldercrest Rd SE, Atlanta, GA 30316"",""url"":""https://www.redfin.com/GA/Atlanta/1908-Bouldercrest-Rd-SE-30316/home/23767539"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""1908 Bouldercrest Rd SE"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30316"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.701567,""longitude"":-84.325694},""numberOfRooms"":3,""floorSize"":{""@type"":""QuantitativeValue"",""value"":1344,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""}"
"https://www.redfin.com/GA/Atlanta/1439-Van-Epps-Ave-SE-30316/home/23769709","","https://ssl.cdn-redfin.com/photo/82/islphoto/796/genIslnoResize.7548796_1.jpg","1439 Van Epps Ave SE, Atlanta, GA 30316","$515,000","Last sold price","3 beds","2 baths","1,573","{""@context"":""http://schema.org"",""name"":""1439 Van Epps Ave SE, Atlanta, GA 30316"",""url"":""https://www.redfin.com/GA/Atlanta/1439-Van-Epps-Ave-SE-30316/home/23769709"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""1439 Van Epps Ave SE"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30316"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.7371003,""longitude"":-84.3403052},""numberOfRooms"":3,""floorSize"":{""@type"":""QuantitativeValue"",""value"":1573,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""}"
"https://www.redfin.com/GA/Decatur/1888-Delphine-Dr-30032/home/23770016","","https://ssl.cdn-redfin.com/photo/82/islphoto/118/genIslnoResize.7560118_1.jpg","1888 Delphine Dr, Decatur, GA 30032","$165,000","Last sold price","3 beds","1.5 baths","1,086","{""@context"":""http://schema.org"",""name"":""1888 Delphine Dr, Decatur, GA 30032"",""url"":""https://www.redfin.com/GA/Decatur/1888-Delphine-Dr-30032/home/23770016"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""1888 Delphine Dr"",""addressLocality"":""Decatur"",""addressRegion"":""GA"",""postalCode"":""30032"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.736054,""longitude"":-84.3041614},""numberOfRooms"":3,""floorSize"":{""@type"":""QuantitativeValue"",""value"":1086,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""}"
"https://www.redfin.com/GA/Atlanta/595-Ridgecrest-Rd-NE-30307/home/23772600","","https://ssl.cdn-redfin.com/photo/82/islphoto/239/genIslnoResize.7537239_6.jpg","595 Ridgecrest Rd NE, Atlanta, GA 30307","$885,000","Last sold price","4 beds","2 baths","2,004","{""@context"":""http://schema.org"",""name"":""595 Ridgecrest Rd NE, Atlanta, GA 30307"",""url"":""https://www.redfin.com/GA/Atlanta/595-Ridgecrest-Rd-NE-30307/home/23772600"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""595 Ridgecrest Rd NE"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30307"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.7705796,""longitude"":-84.3162575},""numberOfRooms"":4,""floorSize"":{""@type"":""QuantitativeValue"",""value"":2004,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""}"
"https://www.redfin.com/GA/Atlanta/605-Harold-Ave-NE-30307/home/23772678","","https://ssl.cdn-redfin.com/photo/82/islphoto/487/genIslnoResize.7551487_5.jpg","605 Harold Ave NE, Atlanta, GA 30307","$625,000","Last sold price","2 beds","1 bath","1,033","{""@context"":""http://schema.org"",""name"":""605 Harold Ave NE, Atlanta, GA 30307"",""url"":""https://www.redfin.com/GA/Atlanta/605-Harold-Ave-NE-30307/home/23772678"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""605 Harold Ave NE"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30307"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.7707826,""longitude"":-84.3303462},""numberOfRooms"":2,""floorSize"":{""@type"":""QuantitativeValue"",""value"":1033,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""}"
"https://www.redfin.com/GA/Atlanta/1291-Stillwood-Dr-NE-30306/home/23774753","","https://ssl.cdn-redfin.com/photo/82/islphoto/100/genIslnoResize.7586100_0.jpg","1291 Stillwood Dr NE, Atlanta, GA 30306","$1,200,000","Last sold price","3 beds","3 baths","2,501","{""@context"":""http://schema.org"",""name"":""1291 Stillwood Dr NE, Atlanta, GA 30306"",""url"":""https://www.redfin.com/GA/Atlanta/1291-Stillwood-Dr-NE-30306/home/23774753"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""1291 Stillwood Dr NE"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30306"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.7832958,""longitude"":-84.3449203},""numberOfRooms"":3,""floorSize"":{""@type"":""QuantitativeValue"",""value"":2501,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""}"
"https://www.redfin.com/GA/Brookhaven/1875-Fairway-Cir-NE-30319/home/23780310","","https://ssl.cdn-redfin.com/photo/82/islphoto/448/genIslnoResize.7567448_0.jpg","1875 Fairway Cir NE, Atlanta, GA 30319","$512,500","Last sold price","3 beds","2 baths","1,139","{""@context"":""http://schema.org"",""name"":""1875 Fairway Cir NE, Atlanta, GA 30319"",""url"":""https://www.redfin.com/GA/Brookhaven/1875-Fairway-Cir-NE-30319/home/23780310"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""1875 Fairway Cir NE"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30319"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.8500077,""longitude"":-84.3367093},""numberOfRooms"":3,""floorSize"":{""@type"":""QuantitativeValue"",""value"":1139,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""}"
"https://www.redfin.com/GA/Brookhaven/1282-Fairhill-Ln-NE-30319/home/23780709","","https://ssl.cdn-redfin.com/photo/82/islphoto/961/genIslnoResize.7559961_1.jpg","1282 Fairhill Ln NE, Atlanta, GA 30319","$876,000","Last sold price","4 beds","3 baths","2,375","{""@context"":""http://schema.org"",""name"":""1282 Fairhill Ln NE, Atlanta, GA 30319"",""url"":""https://www.redfin.com/GA/Brookhaven/1282-Fairhill-Ln-NE-30319/home/23780709"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""1282 Fairhill Ln NE"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30319"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.8511648,""longitude"":-84.3364534},""numberOfRooms"":4,""floorSize"":{""@type"":""QuantitativeValue"",""value"":2375,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""}"
"https://www.redfin.com/GA/Atlanta/2930-Ringle-Rd-30341/home/23782313","","https://ssl.cdn-redfin.com/photo/82/islphoto/018/genIslnoResize.7556018_1.jpg","2930 Ringle Rd, Brookhaven, GA 30341","$816,000","Last sold price","3 beds","2 baths","1,750","{""@context"":""http://schema.org"",""name"":""2930 Ringle Rd, Brookhaven, GA 30341"",""url"":""https://www.redfin.com/GA/Atlanta/2930-Ringle-Rd-30341/home/23782313"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""2930 Ringle Rd"",""addressLocality"":""Brookhaven"",""addressRegion"":""GA"",""postalCode"":""30341"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.8739867,""longitude"":-84.3173485},""numberOfRooms"":3,""floorSize"":{""@type"":""QuantitativeValue"",""value"":1750,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""}"
"https://www.redfin.com/GA/Brookhaven/1244-Newbridge-Trce-NE-30319/home/23782392","","https://ssl.cdn-redfin.com/photo/82/islphoto/002/genIslnoResize.7552002_3.jpg","1244 Newbridge Trce NE, Atlanta, GA 30319","$570,000","Last sold price","2 beds","2.5 baths","2,195","{""@context"":""http://schema.org"",""name"":""1244 Newbridge Trce NE, Atlanta, GA 30319"",""url"":""https://www.redfin.com/GA/Brookhaven/1244-Newbridge-Trce-NE-30319/home/23782392"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""1244 Newbridge Trce NE"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30319"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.8739371,""longitude"":-84.3392789},""numberOfRooms"":2,""floorSize"":{""@type"":""QuantitativeValue"",""value"":2195,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""}"
"https://www.redfin.com/GA/Atlanta/2836-Belaire-Cir-30340/home/23782964","","https://ssl.cdn-redfin.com/photo/81/islphoto/007/genIslnoResize.10503007_0.jpg","2836 Belaire Cir, Doraville, GA 30340","$350,000","Last sold price","3 beds","1.5 baths","1,063","{""@context"":""http://schema.org"",""name"":""2836 Belaire Cir, Doraville, GA 30340"",""url"":""https://www.redfin.com/GA/Atlanta/2836-Belaire-Cir-30340/home/23782964"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""2836 Belaire Cir"",""addressLocality"":""Doraville"",""addressRegion"":""GA"",""postalCode"":""30340"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.882444,""longitude"":-84.2755324},""numberOfRooms"":3,""floorSize"":{""@type"":""QuantitativeValue"",""value"":1063,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""}"
"https://www.redfin.com/GA/Atlanta/3347-Stonecrest-Ct-30341/home/23783424","","https://ssl.cdn-redfin.com/photo/82/islphoto/005/genIslnoResize.7549005_5.jpg","3347 Stonecrest Ct, Atlanta, GA 30341","$273,000","Last sold price","3 beds","2.5 baths","2,074","{""@context"":""http://schema.org"",""name"":""3347 Stonecrest Ct, Atlanta, GA 30341"",""url"":""https://www.redfin.com/GA/Atlanta/3347-Stonecrest-Ct-30341/home/23783424"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""3347 Stonecrest Ct"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30341"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.8886769,""longitude"":-84.2515886},""numberOfRooms"":3,""floorSize"":{""@type"":""QuantitativeValue"",""value"":2074,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""}"
"https://www.redfin.com/GA/Brookhaven/1329-W-Nancy-Creek-Dr-NE-30319/home/23783596","","https://ssl.cdn-redfin.com/photo/82/islphoto/181/genIslnoResize.7588181_0.jpg","1329 W Nancy Creek Dr NE, Brookhaven, GA 30319","$850,000","Last sold price","4 beds","3 baths","2,402","{""@context"":""http://schema.org"",""name"":""1329 W Nancy Creek Dr NE, Brookhaven, GA 30319"",""url"":""https://www.redfin.com/GA/Brookhaven/1329-W-Nancy-Creek-Dr-NE-30319/home/23783596"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""1329 W Nancy Creek Dr NE"",""addressLocality"":""Brookhaven"",""addressRegion"":""GA"",""postalCode"":""30319"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.9046895,""longitude"":-84.3343374},""numberOfRooms"":4,""floorSize"":{""@type"":""QuantitativeValue"",""value"":2402,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""}"
"https://www.redfin.com/GA/Atlanta/1960-Greystone-Rd-NW-30318/home/24608166","SOLD APR 21, 2025","","1960 Greystone Rd NW, Atlanta, GA 30318","$1,276,000","","3 beds","2.5 baths","1,992","[{""@context"":""http://schema.org"",""name"":""1960 Greystone Rd NW, Atlanta, GA 30318"",""url"":""https://www.redfin.com/GA/Atlanta/1960-Greystone-Rd-NW-30318/home/24608166"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""1960 Greystone Rd NW"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30318"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.8088681,""longitude"":-84.4035009},""numberOfRooms"":3,""floorSize"":{""@type"":""QuantitativeValue"",""value"":1992,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""},{""@context"":""http://schema.org"",""@type"":""Product"",""name"":""1960 Greystone Rd NW, Atlanta, GA 30318"",""offers"":{""@type"":""Offer"",""price"":""1276000"",""priceCurrency"":""USD""},""url"":""https://www.redfin.com/GA/Atlanta/1960-Greystone-Rd-NW-30318/home/24608166""}]"
"https://www.redfin.com/GA/Atlanta/402-Garden-Ct-30328/home/24608369","SOLD JUN 6, 2025","","402 Garden Ct, Atlanta, GA 30328","$360,000","","3 beds","2 baths","1,750","[{""@context"":""http://schema.org"",""name"":""402 Garden Ct, Atlanta, GA 30328"",""url"":""https://www.redfin.com/GA/Atlanta/402-Garden-Ct-30328/home/24608369"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""402 Garden Ct"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30328"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.9215262,""longitude"":-84.3534757},""numberOfRooms"":3,""floorSize"":{""@type"":""QuantitativeValue"",""value"":1750,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""},{""@context"":""http://schema.org"",""@type"":""Product"",""name"":""402 Garden Ct, Atlanta, GA 30328"",""offers"":{""@type"":""Offer"",""price"":""360000"",""priceCurrency"":""USD""},""url"":""https://www.redfin.com/GA/Atlanta/402-Garden-Ct-30328/home/24608369""}]"
"https://www.redfin.com/GA/Atlanta/225-E-Court-Dr-SW-30331/home/24611602","SOLD JUL 2, 2025","","225 E Court Dr SW, Atlanta, GA 30331","$499,000","Last sold price","4 beds","4 baths","3,514","{""@context"":""http://schema.org"",""name"":""225 E Court Dr SW, Atlanta, GA 30331"",""url"":""https://www.redfin.com/GA/Atlanta/225-E-Court-Dr-SW-30331/home/24611602"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""225 E Court Dr SW"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30331"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.731452,""longitude"":-84.5310096},""numberOfRooms"":4,""floorSize"":{""@type"":""QuantitativeValue"",""value"":3514,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""}"
"https://www.redfin.com/GA/Atlanta/898-Oak-St-SW-30310/unit-3311/home/24623458","SOLD APR 29, 2025","","898 Oak St SW #3311, Atlanta, GA 30310","$172,500","","2 beds","1 bath","943","[{""@context"":""http://schema.org"",""name"":""898 Oak St SW #3311, Atlanta, GA 30310"",""url"":""https://www.redfin.com/GA/Atlanta/898-Oak-St-SW-30310/unit-3311/home/24623458"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""898 Oak St SW #3311"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30310"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.739775,""longitude"":-84.4171237},""numberOfRooms"":2,""floorSize"":{""@type"":""QuantitativeValue"",""value"":943,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""},{""@context"":""http://schema.org"",""@type"":""Product"",""name"":""898 Oak St SW #3311, Atlanta, GA 30310"",""offers"":{""@type"":""Offer"",""price"":""172500"",""priceCurrency"":""USD""},""url"":""https://www.redfin.com/GA/Atlanta/898-Oak-St-SW-30310/unit-3311/home/24623458""}]"
"https://www.redfin.com/GA/Atlanta/1775-Hadlock-St-SW-30311/home/24647702","SOLD JUN 6, 2025","","1775 Hadlock St SW, Atlanta, GA 30311","$125,000","","2 beds","1 bath","1,216","[{""@context"":""http://schema.org"",""name"":""1775 Hadlock St SW, Atlanta, GA 30311"",""url"":""https://www.redfin.com/GA/Atlanta/1775-Hadlock-St-SW-30311/home/24647702"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""1775 Hadlock St SW"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30311"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.7069822,""longitude"":-84.446616},""numberOfRooms"":2,""floorSize"":{""@type"":""QuantitativeValue"",""value"":1216,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""},{""@context"":""http://schema.org"",""@type"":""Product"",""name"":""1775 Hadlock St SW, Atlanta, GA 30311"",""offers"":{""@type"":""Offer"",""price"":""125000"",""priceCurrency"":""USD""},""url"":""https://www.redfin.com/GA/Atlanta/1775-Hadlock-St-SW-30311/home/24647702""}]"
"https://www.redfin.com/GA/Atlanta/300-Peachtree-St-NE-30308/unit-8K/home/24653527","","","300 Peachtree St NE Unit 8K, Atlanta, GA 30308","$254,000","","1 bed","1 bath","625","[{""@context"":""http://schema.org"",""name"":""300 Peachtree St NE Unit 8K, Atlanta, GA 30308"",""url"":""https://www.redfin.com/GA/Atlanta/300-Peachtree-St-NE-30308/unit-8K/home/24653527"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""300 Peachtree St NE Unit 8K"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30308"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.76256,""longitude"":-84.387878},""numberOfRooms"":1,""floorSize"":{""@type"":""QuantitativeValue"",""value"":625,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""},{""@context"":""http://schema.org"",""@type"":""Product"",""name"":""300 Peachtree St NE Unit 8K, Atlanta, GA 30308"",""offers"":{""@type"":""Offer"",""price"":""254000"",""priceCurrency"":""USD""},""url"":""https://www.redfin.com/GA/Atlanta/300-Peachtree-St-NE-30308/unit-8K/home/24653527""}]"
"https://www.redfin.com/GA/Atlanta/272-14th-St-NE-30309/home/24667375","","","272 14th St NE, Atlanta, GA 30309","$324,000","","2 beds","1 bath","800","[{""@context"":""http://schema.org"",""name"":""272 14th St NE, Atlanta, GA 30309"",""url"":""https://www.redfin.com/GA/Atlanta/272-14th-St-NE-30309/home/24667375"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""272 14th St NE"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30309"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.7867463,""longitude"":-84.378645},""numberOfRooms"":2,""floorSize"":{""@type"":""QuantitativeValue"",""value"":800,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""},{""@context"":""http://schema.org"",""@type"":""Product"",""name"":""272 14th St NE, Atlanta, GA 30309"",""offers"":{""@type"":""Offer"",""price"":""324000"",""priceCurrency"":""USD""},""url"":""https://www.redfin.com/GA/Atlanta/272-14th-St-NE-30309/home/24667375""}]"
"https://www.redfin.com/GA/Atlanta/3324-Peachtree-Rd-NE-30326/unit-2906/home/24673657","","","3324 Peachtree Rd NE #2906, Atlanta, GA 30326","$287,500","","1 bed","1 bath","698","[{""@context"":""http://schema.org"",""name"":""3324 Peachtree Rd NE #2906, Atlanta, GA 30326"",""url"":""https://www.redfin.com/GA/Atlanta/3324-Peachtree-Rd-NE-30326/unit-2906/home/24673657"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""3324 Peachtree Rd NE #2906"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30326"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.8457617,""longitude"":-84.3691734},""numberOfRooms"":1,""floorSize"":{""@type"":""QuantitativeValue"",""value"":698,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""},{""@context"":""http://schema.org"",""@type"":""Product"",""name"":""3324 Peachtree Rd NE #2906, Atlanta, GA 30326"",""offers"":{""@type"":""Offer"",""price"":""287500"",""priceCurrency"":""USD""},""url"":""https://www.redfin.com/GA/Atlanta/3324-Peachtree-Rd-NE-30326/unit-2906/home/24673657""}]"
"https://www.redfin.com/GA/Atlanta/110-Hidden-Brook-Ct-30349/home/24679388","","","110 Hidden Brook Ct, Atlanta, GA 30349","$204,000","Last sold price","4 beds","2 baths","—","{""@context"":""http://schema.org"",""name"":""110 Hidden Brook Ct, Atlanta, GA 30349"",""url"":""https://www.redfin.com/GA/Atlanta/110-Hidden-Brook-Ct-30349/home/24679388"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""110 Hidden Brook Ct"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30349"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.5745339,""longitude"":-84.501312},""numberOfRooms"":4,""floorSize"":{""@type"":""QuantitativeValue"",""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""}"
"https://www.redfin.com/GA/Atlanta/533-Cameron-St-SE-30312/home/24679841","","","533 Cameron St SE, Atlanta, GA 30312","$800,000","","3 beds","2 baths","1,586","[{""@context"":""http://schema.org"",""name"":""533 Cameron St SE, Atlanta, GA 30312"",""url"":""https://www.redfin.com/GA/Atlanta/533-Cameron-St-SE-30312/home/24679841"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""533 Cameron St SE"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30312"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.7398515,""longitude"":-84.3654386},""numberOfRooms"":3,""floorSize"":{""@type"":""QuantitativeValue"",""value"":1586,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""},{""@context"":""http://schema.org"",""@type"":""Product"",""name"":""533 Cameron St SE, Atlanta, GA 30312"",""offers"":{""@type"":""Offer"",""price"":""800000"",""priceCurrency"":""USD""},""url"":""https://www.redfin.com/GA/Atlanta/533-Cameron-St-SE-30312/home/24679841""}]"
