"bp-Homecard href","Badge","bp-Homecard__Photo--image src","bp-Homecard__Photo","bp-Homecard__Price--value","bp-Homecard__Price--label","bp-Homecard__Stats--beds","bp-Homecard__Stats--baths","bp-Homecard__LockedStat--value","bp-Homecard__Content"
"https://www.redfin.com/GA/Atlanta/820-DeKalb-Ave-NE-30307/unit-17/home/24680045","","","820 DeKalb Ave NE #17, Atlanta, GA 30307","$850,000","","1 bed","1 bath","1,420","[{""@context"":""http://schema.org"",""name"":""820 DeKalb Ave NE #17, Atlanta, GA 30307"",""url"":""https://www.redfin.com/GA/Atlanta/820-DeKalb-Ave-NE-30307/unit-17/home/24680045"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""820 DeKalb Ave NE #17"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30307"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.754342,""longitude"":-84.3610975},""numberOfRooms"":1,""floorSize"":{""@type"":""QuantitativeValue"",""value"":1420,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""},{""@context"":""http://schema.org"",""@type"":""Product"",""name"":""820 DeKalb Ave NE #17, Atlanta, GA 30307"",""offers"":{""@type"":""Offer"",""price"":""850000"",""priceCurrency"":""USD""},""url"":""https://www.redfin.com/GA/Atlanta/820-DeKalb-Ave-NE-30307/unit-17/home/24680045""}]"
"https://www.redfin.com/GA/Atlanta/639-Federal-Ter-SE-30315/home/24680586","","","639 Federal Ter SE, Atlanta, GA 30315","$70,000","","3 beds","1 bath","764","[{""@context"":""http://schema.org"",""name"":""639 Federal Ter SE, Atlanta, GA 30315"",""url"":""https://www.redfin.com/GA/Atlanta/639-Federal-Ter-SE-30315/home/24680586"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""639 Federal Ter SE"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30315"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.7140522,""longitude"":-84.3663146},""numberOfRooms"":3,""floorSize"":{""@type"":""QuantitativeValue"",""value"":764,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""},{""@context"":""http://schema.org"",""@type"":""Product"",""name"":""639 Federal Ter SE, Atlanta, GA 30315"",""offers"":{""@type"":""Offer"",""price"":""70000"",""priceCurrency"":""USD""},""url"":""https://www.redfin.com/GA/Atlanta/639-Federal-Ter-SE-30315/home/24680586""}]"
"https://www.redfin.com/GA/Atlanta/6220-Blackwater-Trl-30328/home/24692118","","","6220 Blackwater Trl, Atlanta, GA 30328","$975,000","","4 beds","3.5 baths","3,503","[{""@context"":""http://schema.org"",""name"":""6220 Blackwater Trl, Atlanta, GA 30328"",""url"":""https://www.redfin.com/GA/Atlanta/6220-Blackwater-Trl-30328/home/24692118"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""6220 Blackwater Trl"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30328"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.9364533,""longitude"":-84.4016255},""numberOfRooms"":4,""floorSize"":{""@type"":""QuantitativeValue"",""value"":3503,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""},{""@context"":""http://schema.org"",""@type"":""Product"",""name"":""6220 Blackwater Trl, Atlanta, GA 30328"",""offers"":{""@type"":""Offer"",""price"":""975000"",""priceCurrency"":""USD""},""url"":""https://www.redfin.com/GA/Atlanta/6220-Blackwater-Trl-30328/home/24692118""}]"
"https://www.redfin.com/GA/Atlanta/130-Vanira-Ave-SE-30315/home/24700214","","","130 Vanira Ave SE, Atlanta, GA 30315","$750,000","","9 beds","5 baths","2,058","[{""@context"":""http://schema.org"",""name"":""130 Vanira Ave SE, Atlanta, GA 30315"",""url"":""https://www.redfin.com/GA/Atlanta/130-Vanira-Ave-SE-30315/home/24700214"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""130 Vanira Ave SE"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30315"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.729648,""longitude"":-84.3837028},""numberOfRooms"":9,""floorSize"":{""@type"":""QuantitativeValue"",""value"":2058,""unitCode"":""FTK""},""@type"":""Accommodation""},{""@context"":""http://schema.org"",""@type"":""Product"",""name"":""130 Vanira Ave SE, Atlanta, GA 30315"",""offers"":{""@type"":""Offer"",""price"":""750000"",""priceCurrency"":""USD""},""url"":""https://www.redfin.com/GA/Atlanta/130-Vanira-Ave-SE-30315/home/24700214""}]"
"https://www.redfin.com/GA/Atlanta/360-Lofton-Rd-NW-30309/home/24700325","","","360 Lofton Rd NW, Atlanta, GA 30309","$1,120,000","","3 beds","2 baths","1,621","[{""@context"":""http://schema.org"",""name"":""360 Lofton Rd NW, Atlanta, GA 30309"",""url"":""https://www.redfin.com/GA/Atlanta/360-Lofton-Rd-NW-30309/home/24700325"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""360 Lofton Rd NW"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30309"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.7993811,""longitude"":-84.3996513},""numberOfRooms"":3,""floorSize"":{""@type"":""QuantitativeValue"",""value"":1621,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""},{""@context"":""http://schema.org"",""@type"":""Product"",""name"":""360 Lofton Rd NW, Atlanta, GA 30309"",""offers"":{""@type"":""Offer"",""price"":""1120000"",""priceCurrency"":""USD""},""url"":""https://www.redfin.com/GA/Atlanta/360-Lofton-Rd-NW-30309/home/24700325""}]"
"https://www.redfin.com/GA/Atlanta/5636-One-Lake-Way-30349/home/24704990","","","5636 One Lake Way, Atlanta, GA 30349","$210,000","","3 beds","2.5 baths","1,936","[{""@context"":""http://schema.org"",""name"":""5636 One Lake Way, Atlanta, GA 30349"",""url"":""https://www.redfin.com/GA/Atlanta/5636-One-Lake-Way-30349/home/24704990"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""5636 One Lake Way"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30349"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.601472,""longitude"":-84.4784756},""numberOfRooms"":3,""floorSize"":{""@type"":""QuantitativeValue"",""value"":1936,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""},{""@context"":""http://schema.org"",""@type"":""Product"",""name"":""5636 One Lake Way, Atlanta, GA 30349"",""offers"":{""@type"":""Offer"",""price"":""210000"",""priceCurrency"":""USD""},""url"":""https://www.redfin.com/GA/Atlanta/5636-One-Lake-Way-30349/home/24704990""}]"
"https://www.redfin.com/GA/Atlanta/390-17th-St-NW-30363/unit-5033/home/24707964","","","390 17th St NW #5033, Atlanta, GA 30363","$307,000","","2 beds","2 baths","1,263","[{""@context"":""http://schema.org"",""name"":""390 17th St NW #5033, Atlanta, GA 30363"",""url"":""https://www.redfin.com/GA/Atlanta/390-17th-St-NW-30363/unit-5033/home/24707964"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""390 17th St NW #5033"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30363"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.7904831,""longitude"":-84.3997125},""numberOfRooms"":2,""floorSize"":{""@type"":""QuantitativeValue"",""value"":1263,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""},{""@context"":""http://schema.org"",""@type"":""Product"",""name"":""390 17th St NW #5033, Atlanta, GA 30363"",""offers"":{""@type"":""Offer"",""price"":""307000"",""priceCurrency"":""USD""},""url"":""https://www.redfin.com/GA/Atlanta/390-17th-St-NW-30363/unit-5033/home/24707964""}]"
"https://www.redfin.com/GA/Atlanta/629-Atlanta-Ave-SE-30312/home/24721415","","","629 Atlanta Ave SE, Atlanta, GA 30312","$510,000","","3 beds","1 bath","1,056","[{""@context"":""http://schema.org"",""name"":""629 Atlanta Ave SE, Atlanta, GA 30312"",""url"":""https://www.redfin.com/GA/Atlanta/629-Atlanta-Ave-SE-30312/home/24721415"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""629 Atlanta Ave SE"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30312"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.7302083,""longitude"":-84.3667996},""numberOfRooms"":3,""floorSize"":{""@type"":""QuantitativeValue"",""value"":1056,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""},{""@context"":""http://schema.org"",""@type"":""Product"",""name"":""629 Atlanta Ave SE, Atlanta, GA 30312"",""offers"":{""@type"":""Offer"",""price"":""510000"",""priceCurrency"":""USD""},""url"":""https://www.redfin.com/GA/Atlanta/629-Atlanta-Ave-SE-30312/home/24721415""}]"
"https://www.redfin.com/GA/Atlanta/2359-Polar-Rock-Ave-SW-30315/home/24723407","","","2359 Polar Rock Ave SW, Atlanta, GA 30315","$79,500","","2 beds","1 bath","900","[{""@context"":""http://schema.org"",""name"":""2359 Polar Rock Ave SW, Atlanta, GA 30315"",""url"":""https://www.redfin.com/GA/Atlanta/2359-Polar-Rock-Ave-SW-30315/home/24723407"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""2359 Polar Rock Ave SW"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30315"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.690041,""longitude"":-84.3963607},""numberOfRooms"":2,""floorSize"":{""@type"":""QuantitativeValue"",""value"":900,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""},{""@context"":""http://schema.org"",""@type"":""Product"",""name"":""2359 Polar Rock Ave SW, Atlanta, GA 30315"",""offers"":{""@type"":""Offer"",""price"":""79500"",""priceCurrency"":""USD""},""url"":""https://www.redfin.com/GA/Atlanta/2359-Polar-Rock-Ave-SW-30315/home/24723407""}]"
"https://www.redfin.com/GA/Atlanta/5007-Wewatta-St-SW-30331/home/24743154","","","5007 Wewatta St SW, Atlanta, GA 30331","$430,000","","4 beds","4 baths","3,700","[{""@context"":""http://schema.org"",""name"":""5007 Wewatta St SW, Atlanta, GA 30331"",""url"":""https://www.redfin.com/GA/Atlanta/5007-Wewatta-St-SW-30331/home/24743154"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""5007 Wewatta St SW"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30331"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.658296,""longitude"":-84.55379},""numberOfRooms"":4,""floorSize"":{""@type"":""QuantitativeValue"",""value"":3700,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""},{""@context"":""http://schema.org"",""@type"":""Product"",""name"":""5007 Wewatta St SW, Atlanta, GA 30331"",""offers"":{""@type"":""Offer"",""price"":""430000"",""priceCurrency"":""USD""},""url"":""https://www.redfin.com/GA/Atlanta/5007-Wewatta-St-SW-30331/home/24743154""}]"
"https://www.redfin.com/GA/Atlanta/4890-High-Point-Rd-30342/home/24770846","","","4890 High Point Rd, Atlanta, GA 30342","$610,000","Last sold price","3 beds","2 baths","1,870","{""@context"":""http://schema.org"",""name"":""4890 High Point Rd, Atlanta, GA 30342"",""url"":""https://www.redfin.com/GA/Atlanta/4890-High-Point-Rd-30342/home/24770846"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""4890 High Point Rd"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30342"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.8883352,""longitude"":-84.3681081},""numberOfRooms"":3,""floorSize"":{""@type"":""QuantitativeValue"",""value"":1870,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""}"
"https://www.redfin.com/GA/Atlanta/908-Wedgewood-Way-30350/home/24773294","","","908 Wedgewood Way, Atlanta, GA 30350","$240,000","","2 beds","2.5 baths","1,200","[{""@context"":""http://schema.org"",""name"":""908 Wedgewood Way, Atlanta, GA 30350"",""url"":""https://www.redfin.com/GA/Atlanta/908-Wedgewood-Way-30350/home/24773294"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""908 Wedgewood Way"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30350"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":34.0062819,""longitude"":-84.337024},""numberOfRooms"":2,""floorSize"":{""@type"":""QuantitativeValue"",""value"":1200,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""},{""@context"":""http://schema.org"",""@type"":""Product"",""name"":""908 Wedgewood Way, Atlanta, GA 30350"",""offers"":{""@type"":""Offer"",""price"":""240000"",""priceCurrency"":""USD""},""url"":""https://www.redfin.com/GA/Atlanta/908-Wedgewood-Way-30350/home/24773294""}]"
"https://www.redfin.com/GA/Atlanta/6564-Long-Acres-Dr-30328/home/24791208","","","6564 Long Acres Dr, Atlanta, GA 30328","$750,000","","3 beds","1.5 baths","1,886","[{""@context"":""http://schema.org"",""name"":""6564 Long Acres Dr, Atlanta, GA 30328"",""url"":""https://www.redfin.com/GA/Atlanta/6564-Long-Acres-Dr-30328/home/24791208"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""6564 Long Acres Dr"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30328"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.9346745,""longitude"":-84.3879406},""numberOfRooms"":3,""floorSize"":{""@type"":""QuantitativeValue"",""value"":1886,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""},{""@context"":""http://schema.org"",""@type"":""Product"",""name"":""6564 Long Acres Dr, Atlanta, GA 30328"",""offers"":{""@type"":""Offer"",""price"":""750000"",""priceCurrency"":""USD""},""url"":""https://www.redfin.com/GA/Atlanta/6564-Long-Acres-Dr-30328/home/24791208""}]"
"https://www.redfin.com/GA/Atlanta/2975-Hogan-Rd-30344/home/24793941","","","2975 Hogan Rd, Atlanta, GA 30344","$270,000","","3 beds","2 baths","1,345","[{""@context"":""http://schema.org"",""name"":""2975 Hogan Rd, Atlanta, GA 30344"",""url"":""https://www.redfin.com/GA/Atlanta/2975-Hogan-Rd-30344/home/24793941"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""2975 Hogan Rd"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30344"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.6785215,""longitude"":-84.4853145},""numberOfRooms"":3,""floorSize"":{""@type"":""QuantitativeValue"",""value"":1345,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""},{""@context"":""http://schema.org"",""@type"":""Product"",""name"":""2975 Hogan Rd, Atlanta, GA 30344"",""offers"":{""@type"":""Offer"",""price"":""270000"",""priceCurrency"":""USD""},""url"":""https://www.redfin.com/GA/Atlanta/2975-Hogan-Rd-30344/home/24793941""}]"
"https://www.redfin.com/GA/Atlanta/5965-Catawba-Way-30349/home/24798710","","","5965 Catawba Way, Atlanta, GA 30349","$210,000","","3 beds","2 baths","1,550","[{""@context"":""http://schema.org"",""name"":""5965 Catawba Way, Atlanta, GA 30349"",""url"":""https://www.redfin.com/GA/Atlanta/5965-Catawba-Way-30349/home/24798710"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""5965 Catawba Way"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30349"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.6401721,""longitude"":-84.5827122},""numberOfRooms"":3,""floorSize"":{""@type"":""QuantitativeValue"",""value"":1550,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""},{""@context"":""http://schema.org"",""@type"":""Product"",""name"":""5965 Catawba Way, Atlanta, GA 30349"",""offers"":{""@type"":""Offer"",""price"":""210000"",""priceCurrency"":""USD""},""url"":""https://www.redfin.com/GA/Atlanta/5965-Catawba-Way-30349/home/24798710""}]"
"https://www.redfin.com/GA/Atlanta/1396-Park-Ave-SE-30315/home/24801424","","","1396 Park Ave SE, Atlanta, GA 30315","$235,000","","3 beds","2 baths","1,202","[{""@context"":""http://schema.org"",""name"":""1396 Park Ave SE, Atlanta, GA 30315"",""url"":""https://www.redfin.com/GA/Atlanta/1396-Park-Ave-SE-30315/home/24801424"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""1396 Park Ave SE"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30315"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.716197,""longitude"":-84.3697722},""numberOfRooms"":3,""floorSize"":{""@type"":""QuantitativeValue"",""value"":1202,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""},{""@context"":""http://schema.org"",""@type"":""Product"",""name"":""1396 Park Ave SE, Atlanta, GA 30315"",""offers"":{""@type"":""Offer"",""price"":""235000"",""priceCurrency"":""USD""},""url"":""https://www.redfin.com/GA/Atlanta/1396-Park-Ave-SE-30315/home/24801424""}]"
"https://www.redfin.com/GA/Atlanta/1655-Westwood-Ave-SW-30310/home/24802597","","","1655 Westwood Ave SW, Atlanta, GA 30310","$209,000","","3 beds","1 bath","1,426","[{""@context"":""http://schema.org"",""name"":""1655 Westwood Ave SW, Atlanta, GA 30310"",""url"":""https://www.redfin.com/GA/Atlanta/1655-Westwood-Ave-SW-30310/home/24802597"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""1655 Westwood Ave SW"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30310"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.738668,""longitude"":-84.4419761},""numberOfRooms"":3,""floorSize"":{""@type"":""QuantitativeValue"",""value"":1426,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""},{""@context"":""http://schema.org"",""@type"":""Product"",""name"":""1655 Westwood Ave SW, Atlanta, GA 30310"",""offers"":{""@type"":""Offer"",""price"":""209000"",""priceCurrency"":""USD""},""url"":""https://www.redfin.com/GA/Atlanta/1655-Westwood-Ave-SW-30310/home/24802597""}]"
"https://www.redfin.com/GA/Atlanta/295-Winding-River-Dr-30350/unit-I/home/24824640","","","295 Winding River Dr Unit I, Atlanta, GA 30350","$158,900","","3 beds","2 baths","1,568","[{""@context"":""http://schema.org"",""name"":""295 Winding River Dr Unit I, Atlanta, GA 30350"",""url"":""https://www.redfin.com/GA/Atlanta/295-Winding-River-Dr-30350/unit-I/home/24824640"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""295 Winding River Dr Unit I"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30350"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.9983037,""longitude"":-84.348324},""numberOfRooms"":3,""floorSize"":{""@type"":""QuantitativeValue"",""value"":1568,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""},{""@context"":""http://schema.org"",""@type"":""Product"",""name"":""295 Winding River Dr Unit I, Atlanta, GA 30350"",""offers"":{""@type"":""Offer"",""price"":""158900"",""priceCurrency"":""USD""},""url"":""https://www.redfin.com/GA/Atlanta/295-Winding-River-Dr-30350/unit-I/home/24824640""}]"
"https://www.redfin.com/GA/Atlanta/235-Beverly-Rd-NE-30309/home/24828912","","","235 Beverly Rd NE, Atlanta, GA 30309","$1,275,000","","4 beds","3 baths","3,401","[{""@context"":""http://schema.org"",""name"":""235 Beverly Rd NE, Atlanta, GA 30309"",""url"":""https://www.redfin.com/GA/Atlanta/235-Beverly-Rd-NE-30309/home/24828912"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""235 Beverly Rd NE"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30309"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.7965054,""longitude"":-84.3795444},""numberOfRooms"":4,""floorSize"":{""@type"":""QuantitativeValue"",""value"":3401,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""},{""@context"":""http://schema.org"",""@type"":""Product"",""name"":""235 Beverly Rd NE, Atlanta, GA 30309"",""offers"":{""@type"":""Offer"",""price"":""1275000"",""priceCurrency"":""USD""},""url"":""https://www.redfin.com/GA/Atlanta/235-Beverly-Rd-NE-30309/home/24828912""}]"
"https://www.redfin.com/GA/Atlanta/549-Waldo-St-SE-30312/home/24837475","","","549 Waldo St SE, Atlanta, GA 30312","$687,000","","3 beds","2 baths","1,259","[{""@context"":""http://schema.org"",""name"":""549 Waldo St SE, Atlanta, GA 30312"",""url"":""https://www.redfin.com/GA/Atlanta/549-Waldo-St-SE-30312/home/24837475"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""549 Waldo St SE"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30312"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.739466,""longitude"":-84.3668813},""numberOfRooms"":3,""floorSize"":{""@type"":""QuantitativeValue"",""value"":1259,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""},{""@context"":""http://schema.org"",""@type"":""Product"",""name"":""549 Waldo St SE, Atlanta, GA 30312"",""offers"":{""@type"":""Offer"",""price"":""687000"",""priceCurrency"":""USD""},""url"":""https://www.redfin.com/GA/Atlanta/549-Waldo-St-SE-30312/home/24837475""}]"
"https://www.redfin.com/GA/Atlanta/287-Henry-Aaron-Ave-SW-30310/home/24838262","","","287 Henry Aaron Ave SW, Atlanta, GA 30310","$160,500","","3 beds","1 bath","972","[{""@context"":""http://schema.org"",""name"":""287 Henry Aaron Ave SW, Atlanta, GA 30310"",""url"":""https://www.redfin.com/GA/Atlanta/287-Henry-Aaron-Ave-SW-30310/home/24838262"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""287 Henry Aaron Ave SW"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30310"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.7478376,""longitude"":-84.4574044},""numberOfRooms"":3,""floorSize"":{""@type"":""QuantitativeValue"",""value"":972,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""},{""@context"":""http://schema.org"",""@type"":""Product"",""name"":""287 Henry Aaron Ave SW, Atlanta, GA 30310"",""offers"":{""@type"":""Offer"",""price"":""160500"",""priceCurrency"":""USD""},""url"":""https://www.redfin.com/GA/Atlanta/287-Henry-Aaron-Ave-SW-30310/home/24838262""}]"
"https://www.redfin.com/GA/Atlanta/802-Woodley-Dr-NW-30318/home/24838923","","","802 Woodley Dr NW, Atlanta, GA 30318","$2,300,000","","6 beds","6.5 baths","5,620","[{""@context"":""http://schema.org"",""name"":""802 Woodley Dr NW, Atlanta, GA 30318"",""url"":""https://www.redfin.com/GA/Atlanta/802-Woodley-Dr-NW-30318/home/24838923"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""802 Woodley Dr NW"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30318"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.8181207,""longitude"":-84.4140798},""numberOfRooms"":6,""floorSize"":{""@type"":""QuantitativeValue"",""value"":5620,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""},{""@context"":""http://schema.org"",""@type"":""Product"",""name"":""802 Woodley Dr NW, Atlanta, GA 30318"",""offers"":{""@type"":""Offer"",""price"":""2300000"",""priceCurrency"":""USD""},""url"":""https://www.redfin.com/GA/Atlanta/802-Woodley-Dr-NW-30318/home/24838923""}]"
"https://www.redfin.com/GA/Atlanta/2110-Wallace-Rd-SW-30331/home/24840710","","","2110 Wallace Rd SW, Atlanta, GA 30331","$545,000","","5 beds","4 baths","3,927","[{""@context"":""http://schema.org"",""name"":""2110 Wallace Rd SW, Atlanta, GA 30331"",""url"":""https://www.redfin.com/GA/Atlanta/2110-Wallace-Rd-SW-30331/home/24840710"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""2110 Wallace Rd SW"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30331"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.6978241,""longitude"":-84.5678717},""numberOfRooms"":5,""floorSize"":{""@type"":""QuantitativeValue"",""value"":3927,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""},{""@context"":""http://schema.org"",""@type"":""Product"",""name"":""2110 Wallace Rd SW, Atlanta, GA 30331"",""offers"":{""@type"":""Offer"",""price"":""545000"",""priceCurrency"":""USD""},""url"":""https://www.redfin.com/GA/Atlanta/2110-Wallace-Rd-SW-30331/home/24840710""}]"
"https://www.redfin.com/GA/Atlanta/966-Ashby-Grv-SW-30314/home/24840986","","","966 Ashby Grv SW, Atlanta, GA 30314","$398,000","","3 beds","1 bath","1,752","[{""@context"":""http://schema.org"",""name"":""966 Ashby Grv SW, Atlanta, GA 30314"",""url"":""https://www.redfin.com/GA/Atlanta/966-Ashby-Grv-SW-30314/home/24840986"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""966 Ashby Grv SW"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30314"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.7497163,""longitude"":-84.4191158},""numberOfRooms"":3,""floorSize"":{""@type"":""QuantitativeValue"",""value"":1752,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""},{""@context"":""http://schema.org"",""@type"":""Product"",""name"":""966 Ashby Grv SW, Atlanta, GA 30314"",""offers"":{""@type"":""Offer"",""price"":""398000"",""priceCurrency"":""USD""},""url"":""https://www.redfin.com/GA/Atlanta/966-Ashby-Grv-SW-30314/home/24840986""}]"
"https://www.redfin.com/GA/Atlanta/2820-Argyle-Dr-NW-30318/home/24841985","","","2820 Argyle Dr NW, Atlanta, GA 30318","$127,500","","3 beds","1 bath","784","[{""@context"":""http://schema.org"",""name"":""2820 Argyle Dr NW, Atlanta, GA 30318"",""url"":""https://www.redfin.com/GA/Atlanta/2820-Argyle-Dr-NW-30318/home/24841985"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""2820 Argyle Dr NW"",""addressLocality"":""Atlanta"",""addressRegion"":""GA"",""postalCode"":""30318"",""addressCountry"":""US""},""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.7946635,""longitude"":-84.4779545},""numberOfRooms"":3,""floorSize"":{""@type"":""QuantitativeValue"",""value"":784,""unitCode"":""FTK""},""@type"":""SingleFamilyResidence""},{""@context"":""http://schema.org"",""@type"":""Product"",""name"":""2820 Argyle Dr NW, Atlanta, GA 30318"",""offers"":{""@type"":""Offer"",""price"":""127500"",""priceCurrency"":""USD""},""url"":""https://www.redfin.com/GA/Atlanta/2820-Argyle-Dr-NW-30318/home/24841985""}]"
